customer_unique_id,recency,frequency,monetary,avg_order_value,avg_review_score,avg_delivery_days,cluster,pca_1,pca_2,cluster_name
0000366f3b9a7992bf8c76cfdf3221e2,116,1,141.9,141.9,5.0,4.0,3,0.1388908013631974,-0.8002372199643467,Khách hàng ít hoạt động
0000b849f77a49e4a4ce2b2a4ca5be3f,119,1,27.19,27.19,4.0,1.0,0,-1.23960175891147,-1.023857049313678,Khách hàng tiềm năng
0000f46a3911fa3c0805444483337064,542,1,86.22,86.22,3.0,23.0,1,-0.5718273562370886,1.8850220282896242,Khách hàng giá trị thấp
0000f6ccb0745a6a4b88665a16c9f078,326,1,43.62,43.62,4.0,19.0,1,-0.9921077354499698,0.38563609968489687,Khách hàng giá trị thấp
0004aac84e0df4da2b147fca70cf8255,293,1,196.89,196.89,5.0,11.0,3,0.2936196985730116,0.39493480165181516,Khách hàng ít hoạt động
0004bd2a26a76fe21f786e4fbd80607f,151,1,166.98,166.98,4.0,0.0,3,0.2520151162539012,-0.5493309579529028,Khách hàng ít hoạt động
00050ab1314c0e55a6ca13cf7181fecf,136,1,35.379999999999995,35.379999999999995,4.0,1.0,0,-1.0349755920281176,-0.8755578211293151,Khách hàng tiềm năng
00053a61a98854899e70ed204dd4bafe,187,1,419.18,209.59,1.0,14.0,3,1.004802429375939,-0.17887512882103057,Khách hàng ít hoạt động
0005e1862207bf6ccc02e4228effd9a0,548,1,150.12,150.12,4.0,3.0,1,-0.10985204573985624,2.00618565839083,Khách hàng giá trị thấp
0005ef4cd20d2893f0d9fbd94d3c0d97,175,1,129.76,129.76,1.0,52.0,0,0.02315596464323283,-0.43139030777342113,Khách hàng tiềm năng
0006fdc98a402fceb4eb0ee528f6a8d4,412,1,29.0,29.0,3.0,13.0,1,-1.3877060105907852,0.8832114051641248,Khách hàng giá trị thấp
00082cbe03e478190aadbea78542e933,288,1,126.26,126.26,5.0,7.0,1,-0.07732151934330136,0.2964439733356587,Khách hàng giá trị thấp
00090324bbad0e9342388303bb71ba0a,163,1,63.66,63.66,5.0,13.0,0,-0.5657881200255783,-0.6145621912335831,Khách hàng tiềm năng
000949456b182f53c18b68d6babc79c1,133,1,82.05,82.05,4.0,5.0,0,-0.3329692172937506,-0.7713917660420578,Khách hàng tiềm năng
000a5ad9c4601d2bbdd9ed765d5213b3,388,1,91.28,91.28,4.0,8.0,1,-0.41842693890971855,0.8960139333107335,Khách hàng giá trị thấp
000bfa1d2f1a41876493be685390d6d3,339,1,93.7,46.85,4.5,13.0,1,-0.362882063876168,0.5825189192101085,Khách hàng giá trị thấp
000c8bdb58a29e7115cfc257230fb21b,265,1,29.0,29.0,5.0,11.0,0,-1.2869259057743698,-0.06890221310621233,Khách hàng tiềm năng
000d460961d6dbfa3ec6c9f5805769e1,239,1,36.68,36.68,5.0,1.0,0,-1.0758171182716938,-0.20317326399880437,Khách hàng tiềm năng
000de6019bb59f34c099a907c151d855,382,1,257.44,128.72,2.0,3.0,1,0.4589755563812213,1.0113573265369402,Khách hàng giá trị thấp
000e309254ab1fc5ba99dd469d36bdb4,70,1,156.84,78.42,3.0,6.0,3,0.25474865961312365,-1.083288113147634,Khách hàng ít hoạt động
000ec5bff359e1c0ad76a81a45cb598f,13,1,27.75,27.75,5.0,5.0,0,-1.150250068386552,-1.7074697611325957,Khách hàng tiềm năng
000ed48ceeb6f4bf8ad021a10a3c7b43,106,1,20.75,20.75,5.0,1.0,0,-1.4506180157184692,-1.1468925470551816,Khách hàng tiềm năng
000fbf0473c10fc1ab6f8d2d286ce20c,39,1,362.36,90.59,5.0,4.0,3,0.9830646404541618,-1.1592209512067828,Khách hàng ít hoạt động
0010a452c6d13139e50b57f19f52e04e,419,1,325.93,325.93,1.0,11.0,1,0.6329563719477357,1.2862056608919652,Khách hàng giá trị thấp
0010fb34b966d44409382af9e8fd5b77,182,1,61.8,61.8,4.0,20.0,0,-0.6035649481049098,-0.49587038234218817,Khách hàng tiềm năng
001147e649a7b1afd577e873841632dd,368,1,212.16,106.08,4.0,7.0,1,0.305233723387222,0.8918373105513332,Khách hàng giá trị thấp
00115fc7123b5310cf6d3a3aa932699e,590,1,76.11,76.11,4.0,9.0,1,-0.7092078923763764,2.177468497508723,Khách hàng giá trị thấp
0011805441c0d1b68b48002f1d005526,497,1,297.14,297.14,3.0,15.0,1,0.5013111854033051,1.7776055596497424,Khách hàng giá trị thấp
0011857aff0e5871ce5eb429f21cdaf5,432,1,192.83,192.83,5.0,6.0,1,0.1807455674427701,1.292128677462575,Khách hàng giá trị thấp
0011c98589159d6149979563c504cb21,394,1,117.94,117.94,5.0,5.0,1,-0.20732798510807726,0.9728778743407256,Khách hàng giá trị thấp
0012929d977a8d7280bb277c1e5f589d,321,1,155.65,155.65,1.0,4.0,1,0.07625090088277689,0.5412965069147923,Khách hàng giá trị thấp
0014a5a58da615f7b01a4f5e194bf5ea,228,1,99.82,99.82,5.0,2.0,0,-0.23367944083329487,-0.1270470379624772,Khách hàng tiềm năng
0015752e079902b12cd00b9b7596276b,32,1,74.82,37.41,5.0,3.0,0,-0.3409611371131617,-1.4392032762675342,Khách hàng tiềm năng
00172711b30d52eea8b313a7f2cced02,38,1,122.07,122.07,4.0,7.0,0,0.06568346730978898,-1.3278099294543448,Khách hàng tiềm năng
00191a9719ef48ebb5860b130347bf33,502,1,58.86,58.86,3.0,7.0,1,-0.8636083432593212,1.5695784986070438,Khách hàng giá trị thấp
001926cef41060fae572e2e7b30bd2a4,382,1,91.21000000000001,45.605000000000004,4.0,4.0,1,-0.4149569601358392,0.8570385247938764,Khách hàng giá trị thấp
001928b561575b2821c92254a2327d06,10,1,164.81,82.405,2.0,3.0,3,0.3376558891565274,-1.4645297393862702,Khách hàng ít hoạt động
00196c4c9a3af7dd2ad10eade69c926f,37,1,37.58,37.58,5.0,4.0,0,-0.917313781868128,-1.5079853792397016,Khách hàng tiềm năng
00196fdb2bf9edfc35e88ebfbcf8d781,193,1,27.0,27.0,3.0,26.0,0,-1.2960693720243481,-0.5455744030622638,Khách hàng tiềm năng
0019da6aa6bcb27cc32f1249bd12da05,205,1,87.71000000000001,87.71000000000001,1.0,1.0,0,-0.32642321140555736,-0.29517823503624563,Khách hàng tiềm năng
0019e8c501c85848ac0966d45226fa1d,125,1,197.27,197.27,5.0,11.0,3,0.41042375678906373,-0.6929077886145341,Khách hàng ít hoạt động
001a2bf0e46c684031af91fb2bce149d,431,1,36.73,36.73,4.0,2.0,1,-1.2063237715919561,1.0406022714580476,Khách hàng giá trị thấp
001a34eb30ecb8e3aacb07c475ca4dd1,54,1,161.71,161.71,5.0,1.0,3,0.29148626445530174,-1.1823693595547087,Khách hàng ít hoạt động
001a3a8e11d76c9a366c31a4aa2cc529,106,1,24.23,24.23,5.0,17.0,0,-1.324759582648909,-1.1246684940379543,Khách hàng tiềm năng
001ae44fa04911a9e9577356dce6c63c,301,1,116.23,116.23,5.0,7.0,1,-0.1558491567863914,0.36835187716319695,Khách hàng giá trị thấp
001ae5a1788703d64536c30362503e49,269,1,135.07999999999998,135.07999999999998,5.0,28.0,3,-0.007471218739075343,0.18341569080841202,Khách hàng ít hoạt động
001deb796b28a3a128d6113857569aa4,73,1,63.33,63.33,4.0,7.0,0,-0.5084249058209334,-1.1982550566288654,Khách hàng tiềm năng
001f3c4211216384d5fe59b041ce1461,533,1,35.84,35.84,3.0,8.0,1,-1.296495427017961,1.6976781030198744,Khách hàng giá trị thấp
002043098f10ba39a4600b6c52fbfe3c,526,1,237.81,237.81,4.0,13.0,1,0.2932650937549296,1.932211488951599,Khách hàng giá trị thấp
002311514717ca8b65b09a26cdf7b91a,68,1,124.32,124.32,5.0,1.0,0,0.06047924518007616,-1.130788206961933,Khách hàng tiềm năng
0023557a94bef0038066b5d1b3dc763e,159,1,107.44,107.44,3.0,5.0,0,-0.12458982953818751,-0.5630475901337861,Khách hàng tiềm năng
002471155ecd08d208d1376720e2a907,26,1,92.18,92.18,5.0,7.0,0,-0.16201706350152195,-1.4471935096815909,Khách hàng tiềm năng
00256bf7b05c08f6a5849df3d0a64f1f,94,1,57.73,57.73,3.0,7.0,0,-0.6000529539603919,-1.075876238204912,Khách hàng tiềm năng
0025795df7a7d077c4c90162fa820085,41,1,214.08,107.04,1.0,1.0,3,0.5370219449328033,-1.2247870217498185,Khách hàng ít hoạt động
0027324a96d26a2bc7d69262f83c8403,162,1,46.78,46.78,5.0,1.0,0,-0.8216492266811152,-0.6663401090615202,Khách hàng tiềm năng
0028a7d8db7b0247652509358ad8d755,264,1,709.74,354.87,3.0,20.0,3,1.3977354388651066,0.39855664376659444,Khách hàng ít hoạt động
0028cfeb9dfcd3628a56d5b6400deef5,240,1,118.2,118.2,5.0,7.0,0,-0.09989716853304655,-0.024247522112402553,Khách hàng tiềm năng
00293787e2aec37a9c253b63fdfe2049,311,1,257.88,128.94,3.0,11.0,3,0.5090941533388977,0.5517476407638213,Khách hàng ít hoạt động
0029bd580d3012618731f5abb174a07f,305,1,52.379999999999995,52.379999999999995,2.0,7.0,0,-0.8257053147414639,0.27646092268389033,Khách hàng tiềm năng
002aba8c1af80acacef6e011f9f23262,188,1,217.74,217.74,1.0,55.0,3,0.4505505900443603,-0.2701467677248968,Khách hàng ít hoạt động
002ae492472e45ad6ebeb7a625409392,330,1,218.66000000000003,109.33000000000001,3.0,3.0,3,0.3567574603041996,0.6502104951837477,Khách hàng ít hoạt động
002b4cd83fabaffaa475f78ea5ef3e08,579,1,64.42,64.42,2.0,7.0,1,-0.8410800053298193,2.0816042999156448,Khách hàng giá trị thấp
002bdeb33da5b1b3ce8b9c822f749c82,272,1,38.09,38.09,5.0,6.0,0,-1.0672884808403134,0.01606747194363835,Khách hàng tiềm năng
002cdf87d4c03f08f7eb4551a923affc,307,1,228.67,228.67,1.0,15.0,3,0.4103143407342172,0.50791303324422,Khách hàng ít hoạt động
002d3bd901608f67c3fc11eaaa842b13,231,1,28.76,28.76,4.0,2.0,0,-1.2704274095738004,-0.29032168633844996,Khách hàng tiềm năng
002d71b244beb91ca7030b15ab526446,469,1,130.56,130.56,5.0,8.0,1,-0.17323199147137117,1.4737502440978523,Khách hàng giá trị thấp
002da6dde369f6a8b4c999ed61eb5a87,144,1,52.38,52.38,5.0,1.0,0,-0.7153271047044372,-0.7663301830407646,Khách hàng tiềm năng
002eb8b96288f3804e21d2777ac29895,408,1,137.99,137.99,5.0,8.0,1,-0.08482407288644205,1.086881905497495,Khách hàng giá trị thấp
002ed12115742033f015cb3c269ccf68,216,1,109.79,109.79,5.0,1.0,0,-0.145487389468627,-0.19065037905272625,Khách hàng tiềm năng
002ef00822613c94613e60e03b169fef,201,1,114.04,114.04,4.0,6.0,0,-0.10328256118008852,-0.28216820164637774,Khách hàng tiềm năng
002feefec5af0a3b26ee7839c66d205e,309,1,77.57,77.57,1.0,29.0,1,-0.50065451441903,0.3602504089085245,Khách hàng giá trị thấp
003035f5ec76f2220098377482de93c9,371,1,62.47,62.47,5.0,6.0,1,-0.7241402790640222,0.7298647554381077,Khách hàng giá trị thấp
003162bf0351f47a1a247992b8b9b42d,51,1,536.6,536.6,5.0,7.0,3,1.3070122866306837,-1.0228420775974123,Khách hàng ít hoạt động
00324c9f4d710e7bac5c5ba679714430,439,1,219.56,109.78,5.0,11.0,1,0.28549666973829574,1.3568117622187301,Khách hàng giá trị thấp
0032c76b20340da25249092a268ce66c,697,1,144.94,144.94,4.0,2.0,1,-0.24157999243466638,2.9660305594185727,Khách hàng giá trị thấp
0032ca69771a7758ce643258bb9e4ac7,49,1,62.45,62.45,5.0,2.0,0,-0.5036511102797094,-1.3557646471821652,Khách hàng tiềm năng
0033f4a2887e07e25aa1204d482f41ba,70,1,425.04,425.04,5.0,9.0,3,1.0967598447384075,-0.9346059727226022,Khách hàng ít hoạt động
00344274804f3b8003de1b0562ae01df,56,1,226.23,226.23,3.0,13.0,3,0.5733374826019995,-1.1194040910865923,Khách hàng ít hoạt động
0034c76b7e6a17d738375b99afc2f01e,119,1,44.23,44.23,5.0,7.0,0,-0.8386785738377266,-0.9530621259731813,Khách hàng tiềm năng
0035029989e6fc5cf030918a5f9f2037,114,1,546.12,273.06,5.0,3.0,3,1.2787058640922562,-0.6121649851963858,Khách hàng ít hoạt động
003650b504826ea534e02eba0ab58dd5,229,1,21.77,21.77,4.0,2.0,0,-1.4960808165496151,-0.3433635583010373,Khách hàng tiềm năng
